No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
8234,2014,2,7,1,NA,NA,NA,NA,NA,NA,-1.3,1020.7,-6.3,0,ESE,1.8,Dingling
8235,2014,2,7,2,NA,NA,NA,NA,NA,NA,-1.7,1019.9,-6.3,0,E,3.1,Dingling
8236,2014,2,7,3,NA,NA,NA,NA,NA,NA,-2.1,1019.5,-6.3,0,E,2.3,Dingling
8237,2014,2,7,4,NA,NA,NA,NA,NA,NA,-2.5,1019.2,-7.2,0,E,4.4,Dingling
8238,2014,2,7,5,NA,NA,NA,NA,NA,NA,-2.6,1019,-8.7,0,ESE,3.2,Dingling
8239,2014,2,7,6,NA,NA,NA,NA,NA,NA,-3.9,1019.6,-6.4,0,ESE,1.9,Dingling
8240,2014,2,7,7,NA,NA,NA,NA,NA,NA,-4.4,1019.5,-6.5,0.3,E,2.1,Dingling
8241,2014,2,7,8,NA,NA,NA,NA,NA,NA,-4.2,1019.6,-6.5,0.2,E,1.9,Dingling
8242,2014,2,7,9,125,102,23,41,1100,15,-4.2,1019.4,-6.3,0.4,E,1.9,Dingling
8243,2014,2,7,10,117,91,30,41,1300,21,-3.7,1019.1,-6.2,0.3,E,1.7,Dingling
8244,2014,2,7,11,127,88,37,40,1800,29,-3.5,1017.8,-6.1,0,ESE,2.1,Dingling
8245,2014,2,7,12,122,77,42,35,1600,38,-3.5,1016.7,-6.3,0,ESE,2.7,Dingling
8246,2014,2,7,13,123,74,42,32,1500,45,-3.4,1015.8,-6.9,0.3,E,2.5,Dingling
8247,2014,2,7,14,127,74,35,33,1500,47,-3.2,1015.2,-6.7,0,E,2.7,Dingling
8248,2014,2,7,15,122,76,32,37,1300,43,-3.2,1015,-6.5,0,E,1.4,Dingling
8249,2014,2,7,16,100,64,31,40,1100,42,-3.5,1015.1,-6.5,0,ESE,1.2,Dingling
8250,2014,2,7,17,114,77,32,45,1300,38,-3.7,1015.3,-6.3,0.1,SE,0.7,Dingling
8251,2014,2,7,18,125,83,29,47,1400,32,-3.6,1015.4,-6.6,0,ESE,1.3,Dingling
8252,2014,2,7,19,123,86,32,47,1400,30,-3.5,1015.3,-6.5,0.1,ENE,0.6,Dingling
8253,2014,2,7,20,118,79,28,43,1300,29,-3.7,1015.4,-6,0.1,E,1.4,Dingling
8254,2014,2,7,21,125,84,27,43,1300,26,-3.7,1015.3,-5.7,0,ENE,1,Dingling
8255,2014,2,7,22,128,89,32,48,1400,23,-3.7,1015.2,-5.7,0.1,NNW,1.1,Dingling
8256,2014,2,7,23,131,90,26,44,1400,20,-3.7,1015.4,-5.7,0.1,NW,1,Dingling
8257,2014,2,8,0,143,98,25,45,1600,19,-3.9,1015.6,-5.6,0.3,WNW,1.1,Dingling
8258,2014,2,8,1,154,106,23,46,1700,14,-3.9,1015.8,-5.6,0,W,1,Dingling
8259,2014,2,8,2,157,107,22,46,1800,14,-4.1,1015.7,-5.6,0.1,W,0.7,Dingling
8260,2014,2,8,3,161,106,19,46,1900,10,-5.2,1015.2,-6.6,0,NNW,0.7,Dingling
8261,2014,2,8,4,148,87,13,45,1600,8,-5.2,1015.1,-6.4,0,N,0.6,Dingling
8262,2014,2,8,5,128,76,11,39,1400,11,-6.4,1015.3,-8.1,0,N,0.9,Dingling
8263,2014,2,8,6,127,79,10,40,1500,7,-7.6,1016.3,-8.8,0,NW,1.4,Dingling
8264,2014,2,8,7,129,90,10,45,1700,5,-7.8,1017,-9.4,0,NW,1.6,Dingling
8265,2014,2,8,8,139,102,13,44,1600,12,-3.2,1017.7,-12.2,0,NNE,1.4,Dingling
8266,2014,2,8,9,81,40,32,29,1100,36,-1.3,1018.3,-13.8,0,WNW,3.7,Dingling
8267,2014,2,8,10,14,6,25,11,300,62,0,1018.4,-14.4,0,NNW,2.9,Dingling
8268,2014,2,8,11,14,6,18,9,300,67,0.2,1017.7,-14.2,0,NW,5,Dingling
8269,2014,2,8,12,8,6,9,5,100,75,1,1017.7,-16.4,0,NW,4.2,Dingling
8270,2014,2,8,13,5,6,7,4,100,75,1,1017.7,-16.9,0,N,3,Dingling
8271,2014,2,8,14,5,6,7,4,100,NA,0.9,1018.2,-18,0,NNW,5,Dingling
8272,2014,2,8,15,NA,NA,NA,NA,NA,NA,0.5,1018.9,-18.3,0,N,3.7,Dingling
8273,2014,2,8,16,3,6,6,4,100,NA,-0.9,1019.9,-19.5,0,NNW,5.2,Dingling
8274,2014,2,8,17,NA,NA,NA,NA,NA,NA,-2.6,1021.1,-20,0,NNW,3.5,Dingling
8275,2014,2,8,18,4,6,6,3,100,81,-4,1022.5,-19.9,0,NNE,2,Dingling
8276,2014,2,8,19,3,6,6,3,100,80,-5.2,1024.4,-21.3,0,NNW,3.9,Dingling
8277,2014,2,8,20,4,7,8,4,100,78,-6.2,1025.6,-22.2,0,NNW,3.2,Dingling
8278,2014,2,8,21,3,6,7,3,100,76,-6.7,1026.4,-22.6,0,NNW,4.6,Dingling
8279,2014,2,8,22,3,6,6,3,100,76,-7.2,1027.1,-22.7,0,NW,4.9,Dingling
8280,2014,2,8,23,3,6,7,3,100,75,-7.7,1027.7,-22.3,0,NW,2.9,Dingling
8281,2014,2,9,0,4,6,7,3,100,74,-8.4,1028.3,-21.5,0,NW,3,Dingling
8282,2014,2,9,1,5,6,7,4,100,73,-9,1028.6,-21.7,0,WNW,2.6,Dingling
8283,2014,2,9,2,10,9,9,9,200,64,-9.2,1028.3,-21.6,0,N,1.2,Dingling
8284,2014,2,9,3,10,8,10,9,300,64,-10,1028.2,-21.4,0,N,1.7,Dingling
8285,2014,2,9,4,7,6,9,NA,300,38,-10,1028.4,-21.4,0,NNW,1.3,Dingling
8286,2014,2,9,5,9,6,9,5,300,63,-10.1,1028.6,-21.8,0,NNW,1.8,Dingling
8287,2014,2,9,6,9,6,10,4,300,63,-10.1,1029,-21.8,0,NNE,1.4,Dingling
8288,2014,2,9,7,10,9,15,5,300,61,-10,1029.4,-21.7,0,WNW,1.4,Dingling
8289,2014,2,9,8,10,11,25,7,400,58,-7.6,1029.3,-21.8,0,WNW,3.3,Dingling
8290,2014,2,9,9,10,10,28,6,400,60,-6.4,1029,-22,0,WNW,3.9,Dingling
8291,2014,2,9,10,16,12,26,4,400,62,-4.8,1028.6,-21.4,0,WNW,3.9,Dingling
8292,2014,2,9,11,11,10,23,3,400,65,-3.6,1027.8,-21.8,0,NW,2.8,Dingling
8293,2014,2,9,12,7,6,13,NA,300,68,-2.8,1026.4,-22.1,0,NNW,2.7,Dingling
8294,2014,2,9,13,11,7,14,2,300,68,-1.5,1025.4,-20.5,0,NW,3.1,Dingling
8295,2014,2,9,14,14,11,15,2,300,69,-1.5,1025,-21,0,W,3.9,Dingling
8296,2014,2,9,15,12,11,14,2,300,71,-1.5,1024.8,-20.5,0,W,4.8,Dingling
8297,2014,2,9,16,11,14,14,3,300,71,-2.3,1025,-20.2,0,W,4.4,Dingling
8298,2014,2,9,17,14,15,12,3,300,70,-3.5,1025.5,-19.9,0,W,3.9,Dingling
8299,2014,2,9,18,9,17,12,4,300,68,-4.1,1026.2,-20,0,WNW,2.7,Dingling
8300,2014,2,9,19,11,18,18,6,300,64,-4.7,1026.8,-19.7,0,N,1.5,Dingling
8301,2014,2,9,20,13,21,24,9,400,61,-5.7,1027.4,-19.8,0,NNW,1.4,Dingling
8302,2014,2,9,21,12,17,17,7,300,63,-5.7,1027.7,-19.8,0,N,2.2,Dingling
8303,2014,2,9,22,13,13,13,6,300,64,-5.8,1028.1,-20.6,0,N,1.7,Dingling
8304,2014,2,9,23,10,10,10,5,300,64,-6.4,1028.4,-20.8,0,NNE,2.3,Dingling
8305,2014,2,10,0,12,11,15,6,300,61,-7.4,1028.4,-20.6,0,NNW,1.6,Dingling
8306,2014,2,10,1,12,10,18,8,300,58,-7.9,1028.6,-20.7,0,NNW,1.4,Dingling
8307,2014,2,10,2,13,12,26,10,400,55,-7.8,1028.1,-21,0,N,1.9,Dingling
8308,2014,2,10,3,13,14,37,12,500,52,-8.1,1027.7,-20.9,0,NNE,1.6,Dingling
8309,2014,2,10,4,14,11,36,10,500,54,-8.3,1027.4,-21.4,0,NNE,2.1,Dingling
8310,2014,2,10,5,10,12,30,10,500,54,-8.9,1027.7,-21.3,0,NW,1.4,Dingling
8311,2014,2,10,6,12,12,31,10,400,53,-9.5,1028,-21.2,0,WNW,1,Dingling
8312,2014,2,10,7,13,11,28,8,400,57,-9.1,1028.6,-21.5,0,N,1.9,Dingling
8313,2014,2,10,8,11,15,31,8,500,55,-6.8,1028.8,-21.1,0,NE,0.8,Dingling
8314,2014,2,10,9,11,13,30,6,400,58,-4.8,1028.3,-21.4,0,N,1.1,Dingling
8315,2014,2,10,10,9,9,28,5,400,62,-4,1027.4,-20.7,0,SW,1.1,Dingling
8316,2014,2,10,11,12,9,29,5,400,62,-2.5,1025.6,-20.4,0,SSW,1.5,Dingling
8317,2014,2,10,12,16,8,27,4,400,64,-2,1024.5,-19.9,0,S,2.6,Dingling
8318,2014,2,10,13,18,10,24,5,400,66,-1.7,1023.6,-19.7,0,S,2.5,Dingling
8319,2014,2,10,14,20,13,22,8,400,66,-1.3,1022.6,-19.3,0,S,1.3,Dingling
8320,2014,2,10,15,27,20,20,13,500,65,-1.3,1022.2,-18.9,0,SSW,3.1,Dingling
8321,2014,2,10,16,27,22,21,17,600,62,-2.5,1022.1,-17.7,0,S,2.7,Dingling
8322,2014,2,10,17,25,35,21,32,600,50,-3.4,1022.4,-17.4,0,S,1.7,Dingling
8323,2014,2,10,18,35,30,22,36,700,48,-3.9,1022.4,-16.8,0,SE,2.2,Dingling
8324,2014,2,10,19,46,45,21,39,900,37,-5.2,1022.5,-16.4,0,NNW,1.9,Dingling
8325,2014,2,10,20,51,42,16,35,1000,36,-6.2,1022.5,-16.2,0,NE,0.7,Dingling
8326,2014,2,10,21,74,59,18,40,1300,27,-6.8,1022.6,-16.8,0,NNE,0.9,Dingling
8327,2014,2,10,22,57,49,15,36,1100,27,-8,1022.3,-16.6,0,NNW,1.6,Dingling
8328,2014,2,10,23,50,37,18,35,900,27,-8.7,1022,-16.8,0,NW,1.5,Dingling
8089,2014,2,1,0,160,177,60,NA,2100,13,1.6,1014.5,-1,0,SSW,0.9,Dongsi
8090,2014,2,1,1,162,160,53,NA,1900,19,1.8,1014.7,-1.6,0,NE,0.9,Dongsi
8091,2014,2,1,2,163,164,66,NA,1900,18,1.8,1014.2,-3.5,0,NE,0.9,Dongsi
8092,2014,2,1,3,154,155,66,NA,1700,24,1.8,1013.6,-3.9,0,ENE,1.1,Dongsi
8093,2014,2,1,4,153,152,62,NA,1800,23,1.7,1013.3,-4.4,0,NNE,1.7,Dongsi
8094,2014,2,1,5,159,154,63,NA,1900,18,1.4,1013.3,-3.9,0,NE,1.2,Dongsi
8095,2014,2,1,6,168,150,81,NA,2200,17,1.7,1013.5,-4,0,NW,1.8,Dongsi
8096,2014,2,1,7,166,159,93,NA,2300,18,2.1,1013.6,-3.2,0,NNW,2.1,Dongsi
8097,2014,2,1,8,173,172,94,NA,2400,17,2.4,1013.7,-2.3,0,NNW,1.2,Dongsi
8098,2014,2,1,9,165,171,81,NA,2100,16,2.8,1014.1,-2.1,0,ENE,1.5,Dongsi
8099,2014,2,1,10,165,163,69,NA,1900,17,3.2,1013.9,-1.9,0,E,0.7,Dongsi
8100,2014,2,1,11,145,140,61,NA,1900,19,3.5,1013,-1.5,0,E,1.2,Dongsi
8101,2014,2,1,12,131,120,58,NA,2000,17,3.6,1012,-0.1,0,E,1.4,Dongsi
8102,2014,2,1,13,102,80,49,NA,1700,18,3.9,1011,0.2,0,ESE,1.9,Dongsi
8103,2014,2,1,14,87,62,47,NA,1700,20,4.2,1010.6,0,0,SSE,1.5,Dongsi
8104,2014,2,1,15,110,105,49,NA,1800,22,3.7,1010.5,0.7,0,SE,1.7,Dongsi
8105,2014,2,1,16,117,106,48,NA,2000,19,3.3,1009.8,0.7,0,ESE,2.2,Dongsi
8106,2014,2,1,17,116,116,43,NA,2400,12,3.1,1009.6,0.8,0,SE,2.2,Dongsi
8107,2014,2,1,18,115,89,38,NA,2300,10,2.9,1009.5,0.6,0,S,1.3,Dongsi
8108,2014,2,1,19,123,105,35,NA,2200,12,2.8,1009.6,0.4,0,SSW,1.5,Dongsi
8109,2014,2,1,20,113,97,35,NA,2100,14,2.3,1009.3,0.5,0,S,2.1,Dongsi
8110,2014,2,1,21,120,108,35,NA,2100,15,2.4,1008.6,0.5,0,S,1.8,Dongsi
8111,2014,2,1,22,121,116,34,NA,2300,13,2.4,1008.5,0.3,0,S,1.3,Dongsi
8112,2014,2,1,23,127,115,37,NA,2600,13,2.4,1008.2,0.3,0,S,1.5,Dongsi
8113,2014,2,2,0,122,115,38,NA,2200,16,2.4,1007.7,0.5,0,SSE,1,Dongsi
8114,2014,2,2,1,143,134,41,NA,2200,20,2.4,1007.7,0.3,0,SSE,1.2,Dongsi
8115,2014,2,2,2,145,136,41,NA,2500,15,2.4,1007.6,0.1,0,S,1.2,Dongsi
8116,2014,2,2,3,151,152,40,NA,1700,13,2.3,1007.3,-0.3,0,WSW,1,Dongsi
8117,2014,2,2,4,163,154,35,NA,1900,12,2.5,1007.2,-0.4,0,SW,1.2,Dongsi
8118,2014,2,2,5,163,152,36,NA,2500,12,2.1,1008,-0.3,0,NNE,1.8,Dongsi
8119,2014,2,2,6,158,168,38,NA,2500,12,1.5,1008.5,-0.3,0,NNE,1.7,Dongsi
8120,2014,2,2,7,154,146,43,NA,3000,11,0.8,1008.9,-0.5,0,ENE,1.4,Dongsi
8121,2014,2,2,8,147,138,44,NA,2700,11,3.1,1009.5,-1.5,0,NE,2.4,Dongsi
8122,2014,2,2,9,131,103,51,NA,2300,17,7.1,1010.5,-10.2,0,N,5.6,Dongsi
8123,2014,2,2,10,66,72,35,NA,1100,47,7.8,1010.6,-15.1,0,N,5.5,Dongsi
8124,2014,2,2,11,19,144,9,NA,300,72,8.2,1010.2,-15.5,0,N,6.2,Dongsi
8125,2014,2,2,12,14,147,7,NA,300,74,8.3,1009.7,-16.1,0,NNE,4.4,Dongsi
8126,2014,2,2,13,12,90,7,NA,300,76,8.6,1009.3,-17.5,0,NNW,4.7,Dongsi
8127,2014,2,2,14,12,98,6,NA,200,78,8.4,1010.2,-18.5,0,NW,3.7,Dongsi
8128,2014,2,2,15,19,106,12,NA,300,78,8.1,1011.4,-19.7,0,NNE,3.4,Dongsi
8129,2014,2,2,16,11,91,7,NA,200,77,6.4,1012.5,-22,0,NNW,4,Dongsi
8130,2014,2,2,17,10,69,5,NA,300,73,5.1,1013.7,-23,0,NNW,3.4,Dongsi
8131,2014,2,2,18,10,46,5,NA,300,64,4.2,1015.2,-24.8,0,N,2.4,Dongsi
8132,2014,2,2,19,15,35,6,NA,300,62,2.7,1016,-26,0,ENE,4,Dongsi
8133,2014,2,2,20,9,26,7,NA,200,64,1.8,1016.6,-26.7,0,ENE,2,Dongsi
8134,2014,2,2,21,15,25,8,NA,300,57,1.5,1017.3,-25.9,0,ENE,2.2,Dongsi
8135,2014,2,2,22,11,16,6,NA,300,61,1.1,1017.7,-26.2,0,NE,1.8,Dongsi
8136,2014,2,2,23,14,12,4,NA,300,60,1.6,1018.7,-26.8,0,E,2.4,Dongsi
8137,2014,2,3,0,8,7,3,NA,200,68,0.4,1019.5,-27.8,0,NE,2.5,Dongsi
8138,2014,2,3,1,7,6,5,NA,200,66,0.3,1020.4,-27.9,0,N,1.5,Dongsi
8139,2014,2,3,2,6,29,13,NA,300,60,0.1,1020.9,-16.7,0,NW,5.8,Dongsi
8140,2014,2,3,3,3,55,11,NA,200,74,-0.9,1021.6,-15.9,0,NNW,4.2,Dongsi
8141,2014,2,3,4,3,32,10,NA,200,74,-2,1022.7,-22.6,0,NW,4.2,Dongsi
8142,2014,2,3,5,3,23,6,NA,200,72,-2.8,1023.7,-29.3,0,N,2.9,Dongsi
8143,2014,2,3,6,6,6,4,NA,200,69,-3.8,1024.2,-31.1,0,NE,1.1,Dongsi
8144,2014,2,3,7,5,6,4,NA,300,62,-3.6,1024.7,-29,0,NNW,1.5,Dongsi
8145,2014,2,3,8,3,6,7,NA,300,61,-2.4,1024.8,-30,0,WNW,6.9,Dongsi
8146,2014,2,3,9,3,22,9,NA,300,66,-1.9,1025.1,-29.6,0,NW,5.9,Dongsi
8147,2014,2,3,10,3,18,12,NA,300,69,-0.7,1024.4,-29.8,0,NW,6,Dongsi
8148,2014,2,3,11,4,13,10,NA,300,70,-0.1,1023.7,-30.6,0,W,5.2,Dongsi
8149,2014,2,3,12,3,9,10,NA,200,73,0.7,1022.3,-29.9,0,WNW,8.4,Dongsi
8150,2014,2,3,13,8,41,6,NA,200,75,1.6,1021.3,-30.7,0,WNW,7.1,Dongsi
8151,2014,2,3,14,10,66,4,NA,200,76,1.4,1021.2,-30.8,0,WNW,6.9,Dongsi
8152,2014,2,3,15,8,63,3,NA,200,76,1,1021.4,-29.7,0,WNW,6,Dongsi
8153,2014,2,3,16,6,64,2,NA,200,75,0.1,1022,-30.4,0,WNW,5.4,Dongsi
8154,2014,2,3,17,4,44,3,NA,200,71,-0.3,1023.1,-30.7,0,WNW,5.6,Dongsi
8155,2014,2,3,18,4,46,4,NA,200,67,-0.7,1023.8,-29.8,0,WNW,3.5,Dongsi
8156,2014,2,3,19,5,46,7,NA,300,65,-1,1023.9,-30,0,N,2.7,Dongsi
8157,2014,2,3,20,5,45,4,NA,300,62,-2.5,1024.5,-29,0,ENE,2,Dongsi
8158,2014,2,3,21,10,49,8,NA,400,53,-4.6,1024.7,-28.9,0,E,1.4,Dongsi
8159,2014,2,3,22,17,50,8,NA,300,60,-4.7,1024.9,-28.2,0,ENE,1.4,Dongsi
8160,2014,2,3,23,8,29,9,NA,400,59,-2.3,1025.1,-29.9,0,WNW,3.2,Dongsi
8161,2014,2,4,0,3,41,7,NA,300,68,-2.7,1025.5,-29.2,0,NW,4.9,Dongsi
8162,2014,2,4,1,3,17,6,NA,300,70,-3.2,1025.9,-29.6,0,WNW,2.6,Dongsi
8163,2014,2,4,2,3,11,7,NA,300,68,-3.5,1025.9,-28.9,0,NW,2.9,Dongsi
8164,2014,2,4,3,6,11,8,NA,400,65,-4.1,1026,-29.4,0,NW,2.4,Dongsi
8165,2014,2,4,4,3,9,5,NA,500,65,-4.3,1025.9,-29.5,0,N,3.8,Dongsi
8166,2014,2,4,5,6,14,9,NA,400,65,-5,1025.8,-29.3,0,N,2.2,Dongsi
8167,2014,2,4,6,6,15,12,NA,500,60,-5.9,1026.5,-28.5,0,NNE,2.1,Dongsi
8168,2014,2,4,7,4,21,15,NA,500,57,-5.5,1027.6,-28.9,0,NNW,2.2,Dongsi
8169,2014,2,4,8,11,27,27,NA,600,50,-4.1,1027.8,-29.4,0,NNW,3.2,Dongsi
8170,2014,2,4,9,10,33,29,NA,600,51,-2.9,1027.6,-29.4,0,NNW,3.6,Dongsi
8171,2014,2,4,10,8,30,17,NA,500,58,-1.8,1027.5,-29.5,0,NW,2.9,Dongsi
8172,2014,2,4,11,6,19,11,NA,400,65,-0.4,1026.5,-29.5,0,N,1.3,Dongsi
8173,2014,2,4,12,9,13,8,NA,400,64,-0.5,1025.3,-29.6,0,ENE,2.1,Dongsi
8174,2014,2,4,13,9,8,7,NA,400,64,-0.4,1023.8,-29.5,0,N,2.4,Dongsi
8175,2014,2,4,14,7,9,7,NA,400,61,0.3,1023.7,-29,0,S,1.1,Dongsi
8176,2014,2,4,15,10,12,7,NA,400,58,0.5,1023.5,-28.8,0,SSW,1.2,Dongsi
8177,2014,2,4,16,7,13,9,NA,400,53,-0.4,1023,-28.4,0,ESE,2.2,Dongsi
8178,2014,2,4,17,30,36,17,NA,700,42,-1.1,1023.2,-27,0,ESE,1.3,Dongsi
8179,2014,2,4,18,44,63,31,NA,1400,49,-1.2,1023.9,-25.4,0,SW,1.7,Dongsi
8180,2014,2,4,19,66,95,42,NA,1300,54,-1.6,1024.3,-25.7,0,WSW,1.1,Dongsi
8181,2014,2,4,20,88,152,61,NA,900,60,-1.5,1024.9,-25.6,0,SW,1.3,Dongsi
8182,2014,2,4,21,113,147,53,NA,900,53,-1.7,1025.2,-25,0,S,1.2,Dongsi
8183,2014,2,4,22,99,138,64,NA,1000,38,-2.3,1025.5,-24.8,0,W,0.7,Dongsi
8184,2014,2,4,23,92,127,46,NA,1100,44,-3,1025.6,-22.9,0,WSW,0.6,Dongsi
8185,2014,2,5,0,81,109,42,NA,1100,41,-3.6,1025.2,-21.8,0,SSW,0.7,Dongsi
8186,2014,2,5,1,70,86,39,NA,3400,40,-2.3,1025,-23.5,0,S,1.4,Dongsi
8187,2014,2,5,2,65,77,40,NA,1800,23,-3.3,1024.7,-23.7,0,ESE,0.8,Dongsi
8188,2014,2,5,3,60,65,30,NA,900,24,-5.3,1024.6,-22.3,0,ESE,1.2,Dongsi
8189,2014,2,5,4,69,80,38,NA,1100,30,-7.3,1024.7,-20.9,0,NNE,0.7,Dongsi
8190,2014,2,5,5,86,93,44,NA,1700,27,-6.9,1024.9,-20.9,0,WSW,0.4,Dongsi
8191,2014,2,5,6,102,119,46,NA,1900,23,-7.6,1025.5,-20.1,0,E,1.2,Dongsi
8192,2014,2,5,7,121,130,56,NA,3100,21,-7.3,1025.5,-20.9,0,NE,1.3,Dongsi
8193,2014,2,5,8,124,121,65,NA,2900,20,-5.7,1026.1,-20.6,0,NNE,1.4,Dongsi
8194,2014,2,5,9,85,88,59,NA,2400,17,-4,1026.2,-19.5,0,ENE,1.3,Dongsi
8195,2014,2,5,10,78,92,64,NA,2200,20,-2.5,1026.1,-19.4,0,E,1.2,Dongsi
8196,2014,2,5,11,92,116,61,NA,2100,23,-0.7,1025.1,-16.2,0,E,1.7,Dongsi
8197,2014,2,5,12,86,113,54,NA,1700,33,0.3,1023.4,-11.1,0,SSW,2,Dongsi
8198,2014,2,5,13,77,88,48,NA,1400,49,0.9,1022.5,-11.2,0,SW,2.9,Dongsi
8199,2014,2,5,14,89,94,59,NA,1100,62,0.8,1022.9,-11.9,0,SSE,2.4,Dongsi
8200,2014,2,5,15,93,100,55,NA,1000,60,0.6,1022.8,-10.9,0,SSW,1,Dongsi
8201,2014,2,5,16,92,102,62,NA,1000,61,0.2,1022.9,-10.9,0,SE,1.4,Dongsi
8202,2014,2,5,17,91,92,63,NA,1200,60,-0.4,1023.3,-11.2,0,SSE,1.1,Dongsi
8203,2014,2,5,18,88,91,63,NA,1300,57,-0.6,1023.5,-11.4,0,SE,0.8,Dongsi
8204,2014,2,5,19,82,85,64,NA,1000,54,-2.1,1023.9,-11.4,0,SE,0.9,Dongsi
8205,2014,2,5,20,77,78,59,NA,1100,47,-2.9,1024.4,-11.6,0,S,0.9,Dongsi
8206,2014,2,5,21,86,98,65,NA,1200,38,-3.4,1024.6,-12.1,0,WNW,0.5,Dongsi
8207,2014,2,5,22,106,122,66,NA,1300,42,-3.3,1024.6,-11.3,0,E,1.3,Dongsi
8208,2014,2,5,23,109,115,72,NA,1300,34,-2.6,1024.5,-11.4,0,ENE,1,Dongsi
8209,2014,2,6,0,115,116,76,NA,1300,31,-4.3,1024.4,-10.5,0,NE,1.2,Dongsi
8210,2014,2,6,1,130,123,87,NA,2100,18,-4.2,1024.5,-10.6,0,ENE,1.8,Dongsi
8211,2014,2,6,2,128,126,78,NA,2200,18,-5.7,1024.9,-11.2,0,NE,0.9,Dongsi
8212,2014,2,6,3,167,159,82,NA,3300,26,-5,1025.1,-11.2,0,ENE,1.1,Dongsi
8213,2014,2,6,4,170,160,73,NA,3400,25,-6.1,1025,-11.1,0,ENE,1.4,Dongsi
8214,2014,2,6,5,164,149,59,NA,3100,22,-5.5,1025.8,-11,0,ENE,1.3,Dongsi
8215,2014,2,6,6,152,142,64,NA,3000,21,-5.7,1025.9,-11,0,E,0.7,Dongsi
8216,2014,2,6,7,140,124,78,NA,2800,19,-4.8,1026.6,-11,0,ENE,1,Dongsi
8217,2014,2,6,8,127,114,83,NA,2900,18,-3.6,1027.4,-10.7,0,NE,1.3,Dongsi
8218,2014,2,6,9,127,119,87,NA,2800,20,-2.4,1027.7,-10.5,0,NE,1.1,Dongsi
8219,2014,2,6,10,121,128,85,NA,2600,23,-1.1,1026.9,-10.2,0,E,0.9,Dongsi
8220,2014,2,6,11,117,109,98,NA,2200,28,0,1026.1,-11.1,0,N,1.7,Dongsi
8221,2014,2,6,12,115,98,110,NA,2000,38,0.8,1024.9,-13.3,0,ESE,1.6,Dongsi
8222,2014,2,6,13,111,101,93,NA,1900,38,1.4,1024.7,-13.2,0,SSW,0.3,Dongsi
8223,2014,2,6,14,106,97,87,NA,1700,42,1.3,1025.2,-13.2,0,NNW,1.2,Dongsi
8224,2014,2,6,15,95,97,78,NA,1600,49,1.2,1025.6,-13,0,SSE,1.3,Dongsi
8225,2014,2,6,16,100,98,72,NA,1500,52,0.8,1025.2,-13.7,0,S,0.9,Dongsi
8226,2014,2,6,17,91,84,69,NA,1600,59,0.5,1025.3,-13.2,0,ESE,2,Dongsi
8227,2014,2,6,18,95,87,68,NA,1400,54,0.3,1025.5,-12.4,0,SE,1.2,Dongsi
8228,2014,2,6,19,99,95,68,NA,1500,60,0.2,1025.8,-11.8,0,ESE,1.2,Dongsi
8229,2014,2,6,20,119,116,73,NA,1800,57,-0.5,1026.6,-6.7,0,SE,1.9,Dongsi
8230,2014,2,6,21,127,135,92,NA,2500,46,-1,1026.9,-5.2,0,SSE,1.6,Dongsi
8231,2014,2,6,22,117,128,59,NA,2300,28,-1,1026.9,-5.6,0,SSW,2,Dongsi
8232,2014,2,6,23,83,65,41,NA,1400,29,-1.2,1026.8,-5.4,0,SE,0.8,Dongsi
8233,2014,2,7,0,85,66,43,NA,1500,28,-1.4,1026.3,-5.4,0,ESE,1.9,Dongsi
8234,2014,2,7,1,79,52,44,NA,1400,28,-1.9,1026.3,-5.7,0,SE,1.6,Dongsi
8235,2014,2,7,2,67,44,46,NA,1300,39,-2.1,1025.5,-5.8,0,ESE,1.5,Dongsi
8236,2014,2,7,3,75,58,46,NA,1400,32,-2.4,1025,-7.1,0,ESE,1.9,Dongsi
8237,2014,2,7,4,89,78,51,NA,1500,24,-2.6,1024.6,-8.3,0,ESE,2.9,Dongsi
8238,2014,2,7,5,100,80,61,NA,1400,31,-3.7,1024.5,-6,0,ESE,2.2,Dongsi
8239,2014,2,7,6,103,95,51,NA,1400,34,-4.4,1024.8,-6.4,0.5,SE,2.3,Dongsi
8240,2014,2,7,7,88,69,36,NA,1400,37,-4.5,1024.9,-6.2,0.5,E,2.4,Dongsi
8241,2014,2,7,8,92,68,38,NA,1700,34,-4.4,1024.9,-6.2,0.3,E,2,Dongsi
8242,2014,2,7,9,89,64,37,NA,1500,33,-4.3,1024.8,-5.7,0.9,E,1.3,Dongsi
8243,2014,2,7,10,87,62,34,NA,1400,29,-4.2,1024.4,-6,0.5,E,2.8,Dongsi
8244,2014,2,7,11,93,65,37,NA,1300,32,-4.1,1023.5,-6.1,0.5,E,1.9,Dongsi
8245,2014,2,7,12,96,74,38,NA,1200,40,-3.8,1022.2,-5.8,0.2,E,2,Dongsi
8246,2014,2,7,13,83,57,36,NA,1000,49,-3.2,1021.3,-5.8,0.1,ESE,1.9,Dongsi
8247,2014,2,7,14,79,52,34,NA,1100,48,-3.3,1020.6,-6.3,0,ESE,2.9,Dongsi
8248,2014,2,7,15,84,55,33,NA,1100,51,-3.2,1020.2,-5.8,0.1,ESE,2.4,Dongsi
8249,2014,2,7,16,84,53,36,NA,1100,53,-3.5,1020.2,-5.4,0.1,ESE,1.4,Dongsi
